3.173326816887477264e+01,3.316489901306455579e+01
7.991375896329552120e+01,2.873546987009989451e+01
5.441587184682026646e+01,7.492369395780261243e+01
6.286158359976668919e+01,3.718895003177398451e+01
2.754563397714857587e+01,4.319513620458377545e+01
8.893525893714263475e+01,8.931104600241209823e+01
1.754240224484682287e+01,9.047173172332081492e+01
2.758946435836451272e+01,8.109229890039328836e+01
4.298271887452670370e+01,3.358515661130674346e+01
5.899816522032608646e+00,5.801087007809965002e+01
